"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","GO_definition","GO_ontology","GO_term","group"
"46","GO:0120029","Plasma membrane ATPase","3/530","13/32782",0.00106504761103878,0.0108406631837876,0.0088887432199477,"HORVU.MOREX.r2.5HG0349810/HORVU.MOREX.r2.4HG0279340/HORVU.MOREX.r2.6HG0518380",3,"The directed movement of hydrogen ions (protons) from inside a cell, across the plasma membrane and into the extracellular region.","BP","proton export across plasma membrane","eQTL_cluster4"
"47","GO:1902358","Sulfate transporter 1.1-like protein","4/530","18/32782",0.000172640498535882,0.00223647918557847,0.00183378902751032,"HORVU.MOREX.r2.7HG0614570/HORVU.MOREX.r2.2HG0169630/HORVU.MOREX.r2.5HG0401430/HORVU.MOREX.r2.4HG0332690",4,NA,"BP","sulfate transmembrane transport","eQTL_cluster4"
"48","GO:0000165","Receptor protein kinase, putative","3/181","72/32782",0.00746864189181267,0.036347390540155,0.0298745675672507,"HORVU.MOREX.r2.5HG0350510/HORVU.MOREX.r2.5HG0350720/HORVU.MOREX.r2.4HG0287810",3,"An intracellular protein kinase cascade containing at least a MAPK, a MAPKK and a MAP3K. The cascade can also contain an additional tiers: the upstream MAP4K. The kinases in each tier phosphorylate and activate the kinase in the downstream tier to transmit a signal within a cell.","BP","MAPK cascade","eQTL_cluster5"
"49","GO:0000186","Receptor protein kinase, putative","3/181","44/32782",0.00185633399825188,0.0169390477340484,0.0139225049868891,"HORVU.MOREX.r2.5HG0350510/HORVU.MOREX.r2.5HG0350720/HORVU.MOREX.r2.4HG0287810",3,"The initiation of the activity of the inactive enzyme MAP kinase kinase (MAPKK).","BP","activation of MAPKK activity","eQTL_cluster5"
"50","GO:0004709","Receptor protein kinase, putative","3/181","44/32782",0.00185633399825188,0.0169390477340484,0.0139225049868891,"HORVU.MOREX.r2.5HG0350510/HORVU.MOREX.r2.5HG0350720/HORVU.MOREX.r2.4HG0287810",3,"Catalysis of the phosphorylation and activation of a MAP kinase kinase; each MAP kinase kinase can be phosphorylated by any of several MAP kinase kinase kinases.","MF","MAP kinase kinase kinase activity","eQTL_cluster5"
"51","GO:0004721","Protein phosphatase 2c, putative","4/181","126/32782",0.00533386533562029,0.0299517053461755,0.0246178400105552,"HORVU.MOREX.r2.5HG0434880/HORVU.MOREX.r2.1HG0004220/HORVU.MOREX.r2.2HG0101420/HORVU.MOREX.r2.4HG0348760",4,"Catalysis of the reaction: a phosphoprotein + H2O = a protein + phosphate. Together with protein kinases, these enzymes control the state of phosphorylation of cell proteins and thereby provide an important mechanism for regulating cellular activity.","MF","phosphoprotein phosphatase activity","eQTL_cluster5"
"52","GO:0004722","Protein phosphatase 2c, putative","4/181","86/32782",0.00134169293327247,0.0163239306881484,0.0134169293327247,"HORVU.MOREX.r2.5HG0434880/HORVU.MOREX.r2.1HG0004220/HORVU.MOREX.r2.5HG0437630/HORVU.MOREX.r2.4HG0348760",4,"Catalysis of the reaction: protein serine phosphate + H2O = protein serine + phosphate, and protein threonine phosphate + H2O = protein threonine + phosphate.","MF","protein serine/threonine phosphatase activity","eQTL_cluster5"
"53","GO:0005102","Low-density lipoprotein receptor-related protein 6","3/181","26/32782",0.000391975255784237,0.00572283873444986,0.00470370306941085,"HORVU.MOREX.r2.2HG0142970/HORVU.MOREX.r2.6HG0486870/HORVU.MOREX.r2.7HG0578650",3,"Interacting selectively and non-covalently with one or more specific sites on a receptor molecule, a macromolecule that undergoes combination with a hormone, neurotransmitter, drug or intracellular messenger to initiate a change in cell function.","MF","signaling receptor binding","eQTL_cluster5"
"54","GO:0005544","Annexin","2/181","16/32782",0.00345750563993379,0.0210331593095972,0.017287528199669,"HORVU.MOREX.r2.6HG0455150/HORVU.MOREX.r2.1HG0047490",2,"Interacting selectively and non-covalently with phospholipids, a class of lipids containing phosphoric acid as a mono- or diester, in the presence of calcium.","MF","calcium-dependent phospholipid binding","eQTL_cluster5"
"55","GO:0006470","Protein phosphatase 2c, putative","5/181","169/32782",0.00253463576326185,0.019126539403637,0.0157204433454551,"HORVU.MOREX.r2.5HG0434880/HORVU.MOREX.r2.1HG0004220/HORVU.MOREX.r2.5HG0437630/HORVU.MOREX.r2.2HG0101420/HORVU.MOREX.r2.4HG0348760",5,"The process of removing one or more phosphoric residues from a protein.","BP","protein dephosphorylation","eQTL_cluster5"
"56","GO:0006812","Cation/H(+) antiporter","4/181","106/32782",0.00288208128000009,0.019126539403637,0.0157204433454551,"HORVU.MOREX.r2.5HG0439340/HORVU.MOREX.r2.1HG0046920/HORVU.MOREX.r2.5HG0354550/HORVU.MOREX.r2.1HG0004630",4,"The directed movement of cations, atoms or small molecules with a net positive charge, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.","BP","cation transport","eQTL_cluster5"
"57","GO:0008375","Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase","5/181","48/32782",6.85750788364254e-06,0.000303197038943689,0.000249203045707142,"HORVU.MOREX.r2.7HG0623240/HORVU.MOREX.r2.4HG0283360/HORVU.MOREX.r2.7HG0623250/HORVU.MOREX.r2.4HG0279500/HORVU.MOREX.r2.5HG0349750",5,"Catalysis of the transfer of an N-acetylglucosaminyl residue from UDP-N-acetyl-glucosamine to a sugar.","MF","acetylglucosaminyltransferase activity","eQTL_cluster5"
"58","GO:0015299","Cation/H(+) antiporter","4/181","48/32782",0.000144681436869743,0.00264043622287281,0.00217022155304615,"HORVU.MOREX.r2.5HG0439340/HORVU.MOREX.r2.1HG0046920/HORVU.MOREX.r2.5HG0354550/HORVU.MOREX.r2.1HG0004630",4,"Enables the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: solute(out) + H+(in) = solute(in) + H+(out).","MF","solute:proton antiporter activity","eQTL_cluster5"
"59","GO:0019199","Receptor-like protein kinase","7/181","130/32782",8.30676819023805e-06,0.000303197038943689,0.000249203045707142,"HORVU.MOREX.r2.4HG0337780/HORVU.MOREX.r2.6HG0475380/HORVU.MOREX.r2.6HG0476720/HORVU.MOREX.r2.5HG0420030/HORVU.MOREX.r2.6HG0451800/HORVU.MOREX.r2.7HG0599040/HORVU.MOREX.r2.6HG0472890",7,"Combining with a signal and transmitting the signal from one side of the membrane to the other to initiate a change in cell activity by catalysis of the reaction: a protein + ATP = a phosphoprotein + ADP.","MF","transmembrane receptor protein kinase activity","eQTL_cluster5"
"60","GO:0032440","Receptor protein kinase, putative","7/181","185/32782",8.00125801055203e-05,0.00194697278256766,0.00160025160211041,"HORVU.MOREX.r2.2HG0152550/HORVU.MOREX.r2.2HG0178150/HORVU.MOREX.r2.5HG0350510/HORVU.MOREX.r2.5HG0350720/HORVU.MOREX.r2.7HG0562040/HORVU.MOREX.r2.5HG0405240/HORVU.MOREX.r2.4HG0287810",7,"Catalysis of the reaction: n-alkanal + NAD(P)+ = alk-2-enal + NAD(P)H + H+.","MF","2-alkenal reductase [NAD(P)+] activity","eQTL_cluster5"
"61","GO:0060548","Copine-1","2/181","14/32782",0.00264103132825198,0.019126539403637,0.0157204433454551,"HORVU.MOREX.r2.6HG0455150/HORVU.MOREX.r2.1HG0047490",2,"Any process that decreases the rate or frequency of cell death. Cell death is the specific activation or halting of processes within a cell so that its vital functions markedly cease, rather than simply deteriorating gradually over time, which culminates in cell death.","BP","negative regulation of cell death","eQTL_cluster5"
"62","GO:1902600","Cation/H(+) antiporter","4/181","136/32782",0.00696404218644174,0.0363125056864462,0.0298458950847503,"HORVU.MOREX.r2.5HG0439340/HORVU.MOREX.r2.1HG0046920/HORVU.MOREX.r2.5HG0354550/HORVU.MOREX.r2.1HG0004630",4,NA,"BP","proton transmembrane transport","eQTL_cluster5"
"63","GO:0000287","Phospholipid-transporting ATPase","18/557","285/32782",2.24980575284929e-06,0.000117504519893341,9.21857237708442e-05,"HORVU.MOREX.r2.7HG0606560/HORVU.MOREX.r2.2HG0111000/HORVU.MOREX.r2.6HG0503590/HORVU.MOREX.r2.5HG0370820/HORVU.MOREX.r2.2HG0132540/HORVU.MOREX.r2.2HG0145180/HORVU.MOREX.r2.7HG0594960/HORVU.MOREX.r2.3HG0213560/HORVU.MOREX.r2.5HG0369790/HORVU.MOREX.r2.3HG0229140/HORVU.MOREX.r2.1HG0000020/HORVU.MOREX.r2.5HG0349630/HORVU.MOREX.r2.2HG0174570/HORVU.MOREX.r2.7HG0537070/HORVU.MOREX.r2.1HG0041920/HORVU.MOREX.r2.1HG0015850/HORVU.MOREX.r2.5HG0370270/HORVU.MOREX.r2.5HG0380250",18,"Interacting selectively and non-covalently with magnesium (Mg) ions.","MF","magnesium ion binding","eQTL_cluster6"
"64","GO:0002161","Leucine--tRNA ligase","4/557","39/32782",0.00423498940567605,0.0405711985063766,0.0318292887963442,"HORVU.MOREX.r2.5HG0370820/HORVU.MOREX.r2.1HG0038310/HORVU.MOREX.r2.6HG0514480/HORVU.MOREX.r2.1HG0041920",4,"The hydrolysis of an incorrectly aminoacylated tRNA.","MF","aminoacyl-tRNA editing activity","eQTL_cluster6"
"65","GO:0003872","Phototropic-responsive NPH3 family protein","9/557","17/32782",2.38433489411992e-12,5.71048207141722e-10,4.48003977474112e-10,"HORVU.MOREX.r2.3HG0238770/HORVU.MOREX.r2.7HG0561100/HORVU.MOREX.r2.7HG0540760/HORVU.MOREX.r2.5HG0400880/HORVU.MOREX.r2.1HG0062040/HORVU.MOREX.r2.6HG0505220/HORVU.MOREX.r2.5HG0368480/HORVU.MOREX.r2.3HG0196440/HORVU.MOREX.r2.5HG0363830",9,"Catalysis of the reaction: ATP + D-fructose-6-phosphate = ADP + D-fructose 1,6-bisphosphate.","MF","6-phosphofructokinase activity","eQTL_cluster6"
"66","GO:0004177","Xaa-Pro dipeptidase","4/557","39/32782",0.00423498940567605,0.0405711985063766,0.0318292887963442,"HORVU.MOREX.r2.5HG0437080/HORVU.MOREX.r2.2HG0158860/HORVU.MOREX.r2.5HG0397720/HORVU.MOREX.r2.2HG0116950",4,"Catalysis of the hydrolysis of N-terminal amino acid residues from in a polypeptide chain.","MF","aminopeptidase activity","eQTL_cluster6"
"67","GO:0004252","Serine protease","12/557","228/32782",0.000575436418932033,0.0076565012407901,0.00600674858358876,"HORVU.MOREX.r2.6HG0463250/HORVU.MOREX.r2.3HG0202130/HORVU.MOREX.r2.5HG0414190/HORVU.MOREX.r2.7HG0542800/HORVU.MOREX.r2.2HG0090250/HORVU.MOREX.r2.3HG0202100/HORVU.MOREX.r2.7HG0542830/HORVU.MOREX.r2.6HG0477060/HORVU.MOREX.r2.7HG0542820/HORVU.MOREX.r2.6HG0524260/HORVU.MOREX.r2.1HG0073660/HORVU.MOREX.r2.3HG0245260",12,"Catalysis of the hydrolysis of internal, alpha-peptide bonds in a polypeptide chain by a catalytic mechanism that involves a catalytic triad consisting of a serine nucleophile that is activated by a proton relay involving an acidic residue (e.g. aspartate or glutamate) and a basic residue (usually histidine).","MF","serine-type endopeptidase activity","eQTL_cluster6"
"68","GO:0004743","Pyruvate kinase","3/557","16/32782",0.00231679316076759,0.0246609760890594,0.0193472551671118,"HORVU.MOREX.r2.3HG0213560/HORVU.MOREX.r2.2HG0174570/HORVU.MOREX.r2.5HG0380250",3,"Catalysis of the reaction: = ADP + H(+) + phosphoenolpyruvate => ATP + pyruvate.","MF","pyruvate kinase activity","eQTL_cluster6"
"69","GO:0004812","Leucine--tRNA ligase","15/557","220/32782",6.22939024380722e-06,0.000248656493898638,0.000195078273424489,"HORVU.MOREX.r2.5HG0370820/HORVU.MOREX.r2.2HG0123910/HORVU.MOREX.r2.4HG0338880/HORVU.MOREX.r2.1HG0038310/HORVU.MOREX.r2.6HG0456870/HORVU.MOREX.r2.5HG0369790/HORVU.MOREX.r2.6HG0512490/HORVU.MOREX.r2.3HG0193600/HORVU.MOREX.r2.6HG0514480/HORVU.MOREX.r2.4HG0279680/HORVU.MOREX.r2.1HG0013320/HORVU.MOREX.r2.4HG0284240/HORVU.MOREX.r2.1HG0031540/HORVU.MOREX.r2.1HG0041920/HORVU.MOREX.r2.4HG0331010",15,"Catalysis of the formation of aminoacyl-tRNA from ATP, amino acid, and tRNA with the release of diphosphate and AMP.","MF","aminoacyl-tRNA ligase activity","eQTL_cluster6"
"70","GO:0004826","Phenylalanine--tRNA ligase beta subunit","4/557","10/32782",1.5963544589317e-05,0.000402449360962255,0.000315733264176519,"HORVU.MOREX.r2.5HG0370820/HORVU.MOREX.r2.5HG0369790/HORVU.MOREX.r2.6HG0512490/HORVU.MOREX.r2.1HG0041920",4,"Catalysis of the reaction: ATP + L-phenylalanine + tRNA(Phe) = AMP + diphosphate + L-phenylalanyl-tRNA(Phe).","MF","phenylalanine-tRNA ligase activity","eQTL_cluster6"
"71","GO:0005388","Calcium-transporting ATPase","4/557","20/32782",0.000321761431835104,0.00481636643278171,0.00377857997253724,"HORVU.MOREX.r2.7HG0566310/HORVU.MOREX.r2.5HG0408180/HORVU.MOREX.r2.6HG0472690/HORVU.MOREX.r2.2HG0159750",4,"Enables the transfer of a solute or solutes from one side of a membrane to the other according to the reaction: ATP + H2O + Ca2+(cis) = ADP + phosphate + Ca2+(trans).","MF","calcium transmembrane transporter activity, phosphorylative mechanism","eQTL_cluster6"
"72","GO:0005839","Proteasome subunit alpha type","4/557","40/32782",0.00464331149549963,0.0419650227612136,0.032922784585767,"HORVU.MOREX.r2.5HG0434930/HORVU.MOREX.r2.7HG0559690/HORVU.MOREX.r2.5HG0409710/HORVU.MOREX.r2.7HG0541070",4,"A multisubunit barrel shaped endoprotease complex, which is the core of the proteasome complex.","CC","proteasome core complex","eQTL_cluster6"
"73","GO:0005985","Sucrose synthase","5/557","17/32782",7.26879477719902e-06,0.000248696621305595,0.000195109754545868,"HORVU.MOREX.r2.3HG0181790/HORVU.MOREX.r2.2HG0102950/HORVU.MOREX.r2.7HG0531800/HORVU.MOREX.r2.7HG0617910/HORVU.MOREX.r2.6HG0470810",5,"The chemical reactions and pathways involving sucrose, the disaccharide fructofuranosyl-glucopyranoside.","BP","sucrose metabolic process","eQTL_cluster6"
"74","GO:0005992","Ankyrin repeat-containing protein, putative","5/557","17/32782",7.26879477719902e-06,0.000248696621305595,0.000195109754545868,"HORVU.MOREX.r2.3HG0239830/HORVU.MOREX.r2.1HG0062690/HORVU.MOREX.r2.4HG0328790/HORVU.MOREX.r2.5HG0396750/HORVU.MOREX.r2.5HG0376550",5,"The chemical reactions and pathways resulting in the formation of trehalose, a disaccharide isomeric with sucrose and obtained from certain lichens and fungi.","BP","trehalose biosynthetic process","eQTL_cluster6"
"75","GO:0006002","Phototropic-responsive NPH3 family protein","8/557","19/32782",4.23651334326834e-10,6.76429963808511e-08,5.30679039840981e-08,"HORVU.MOREX.r2.3HG0238770/HORVU.MOREX.r2.7HG0561100/HORVU.MOREX.r2.7HG0540760/HORVU.MOREX.r2.5HG0400880/HORVU.MOREX.r2.1HG0062040/HORVU.MOREX.r2.6HG0505220/HORVU.MOREX.r2.5HG0368480/HORVU.MOREX.r2.3HG0196440",8,"The chemical reactions and pathways involving fructose 6-phosphate, also known as F6P. The D-enantiomer is an important intermediate in glycolysis, gluconeogenesis, and fructose metabolism.","BP","fructose 6-phosphate metabolic process","eQTL_cluster6"
"76","GO:0006096","Glucose-6-phosphate isomerase","14/557","130/32782",5.12053038405958e-08,6.13183513491135e-06,4.81060354502439e-06,"HORVU.MOREX.r2.3HG0238770/HORVU.MOREX.r2.7HG0561100/HORVU.MOREX.r2.7HG0540760/HORVU.MOREX.r2.5HG0400880/HORVU.MOREX.r2.1HG0062040/HORVU.MOREX.r2.3HG0213560/HORVU.MOREX.r2.6HG0505220/HORVU.MOREX.r2.5HG0368480/HORVU.MOREX.r2.2HG0174570/HORVU.MOREX.r2.7HG0537070/HORVU.MOREX.r2.1HG0055260/HORVU.MOREX.r2.3HG0196440/HORVU.MOREX.r2.5HG0363830/HORVU.MOREX.r2.5HG0380250",14,"The chemical reactions and pathways resulting in the breakdown of a carbohydrate into pyruvate, with the concomitant production of a small amount of ATP and the reduction of NAD(P) to NAD(P)H. Glycolysis begins with the metabolism of a carbohydrate to generate products that can enter the pathway and ends with the production of pyruvate. Pyruvate may be converted to acetyl-coenzyme A, ethanol, lactate, or other small molecules.","BP","glycolytic process","eQTL_cluster6"
"77","GO:0006099","Retrotransposon protein, putative, Ty1-copia subclass","10/557","66/32782",1.66333312818745e-07,1.59347313680357e-05,1.25012616160614e-05,"HORVU.MOREX.r2.1HG0067490/HORVU.MOREX.r2.5HG0366520/HORVU.MOREX.r2.5HG0427530/HORVU.MOREX.r2.3HG0240950/HORVU.MOREX.r2.5HG0391760/HORVU.MOREX.r2.4HG0299430/HORVU.MOREX.r2.4HG0314460/HORVU.MOREX.r2.3HG0229140/HORVU.MOREX.r2.3HG0182390/HORVU.MOREX.r2.7HG0598630",10,"A nearly universal metabolic pathway in which the acetyl group of acetyl coenzyme A is effectively oxidized to two CO2 and four pairs of electrons are transferred to coenzymes. The acetyl group combines with oxaloacetate to form citrate, which undergoes successive transformations to isocitrate, 2-oxoglutarate, succinyl-CoA, succinate, fumarate, malate, and oxaloacetate again, thus completing the cycle. In eukaryotes the tricarboxylic acid is confined to the mitochondria. See also glyoxylate cycle.","BP","tricarboxylic acid cycle","eQTL_cluster6"
"78","GO:0006325","Chromatin remodeling factor, putative","6/557","60/32782",0.000538995423633241,0.00737653736915207,0.00578710875900953,"HORVU.MOREX.r2.6HG0479380/HORVU.MOREX.r2.6HG0480040/HORVU.MOREX.r2.7HG0593620/HORVU.MOREX.r2.2HG0104600/HORVU.MOREX.r2.1HG0054590/HORVU.MOREX.r2.5HG0428640",6,"Any process that results in the specification, formation or maintenance of the physical structure of eukaryotic chromatin.","BP","chromatin organization","eQTL_cluster6"
"79","GO:0006418","Leucine--tRNA ligase","11/557","185/32782",0.000348935121474719,0.00506484615716335,0.00397351956511881,"HORVU.MOREX.r2.2HG0123910/HORVU.MOREX.r2.4HG0338880/HORVU.MOREX.r2.1HG0038310/HORVU.MOREX.r2.6HG0456870/HORVU.MOREX.r2.3HG0193600/HORVU.MOREX.r2.6HG0514480/HORVU.MOREX.r2.4HG0279680/HORVU.MOREX.r2.1HG0013320/HORVU.MOREX.r2.4HG0284240/HORVU.MOREX.r2.1HG0031540/HORVU.MOREX.r2.4HG0331010",11,"The synthesis of aminoacyl tRNA by the formation of an ester bond between the 3'-hydroxyl group of the most 3' adenosine of the tRNA and the alpha carboxylic acid  group of an amino acid, to be used in ribosome-mediated polypeptide synthesis.","BP","tRNA aminoacylation for protein translation","eQTL_cluster6"
"80","GO:0006432","Phenylalanine--tRNA ligase beta subunit","4/557","10/32782",1.5963544589317e-05,0.000402449360962255,0.000315733264176519,"HORVU.MOREX.r2.5HG0370820/HORVU.MOREX.r2.5HG0369790/HORVU.MOREX.r2.6HG0512490/HORVU.MOREX.r2.1HG0041920",4,"The process of coupling phenylalanine to phenylalanyl-tRNA, catalyzed by phenylalanyl-tRNA synthetase. The phenylalanyl-tRNA synthetase is a  class-II synthetase. However, unlike other class II enzymes, The activated amino acid is transferred to the 2'-OH group of a phenylalanine-accepting tRNA. The 2'-O-aminoacyl-tRNA will ultimately migrate to the 3' position via transesterification.","BP","phenylalanyl-tRNA aminoacylation","eQTL_cluster6"
"81","GO:0006754","ATP synthase subunit b, chloroplastic","5/557","50/32782",0.00156933398874195,0.018334414161156,0.0143838827722946,"HORVU.MOREX.r2.3HG0235760/HORVU.MOREX.r2.UnG0625130/HORVU.MOREX.r2.6HG0481060/HORVU.MOREX.r2.7HG0613130/HORVU.MOREX.r2.7HG0594690",5,"The chemical reactions and pathways resulting in the formation of ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator.","BP","ATP biosynthetic process","eQTL_cluster6"
"82","GO:0006811","V-type proton ATPase proteolipid subunit","19/557","420/32782",0.000123561308560155,0.00246607778334643,0.00193470996298138,"HORVU.MOREX.r2.2HG0141160/HORVU.MOREX.r2.3HG0235760/HORVU.MOREX.r2.5HG0390890/HORVU.MOREX.r2.7HG0566310/HORVU.MOREX.r2.3HG0229470/HORVU.MOREX.r2.5HG0408180/HORVU.MOREX.r2.UnG0625130/HORVU.MOREX.r2.2HG0112890/HORVU.MOREX.r2.5HG0349810/HORVU.MOREX.r2.7HG0616760/HORVU.MOREX.r2.6HG0472690/HORVU.MOREX.r2.5HG0390410/HORVU.MOREX.r2.4HG0279340/HORVU.MOREX.r2.1HG0051870/HORVU.MOREX.r2.6HG0506520/HORVU.MOREX.r2.6HG0518380/HORVU.MOREX.r2.2HG0159750/HORVU.MOREX.r2.6HG0512750/HORVU.MOREX.r2.5HG0395650",19,"The directed movement of charged atoms or small charged molecules into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.","BP","ion transport","eQTL_cluster6"
"83","GO:0006886","Transforming growth factor-beta receptor-associated protein 1","12/557","205/32782",0.000220268819054879,0.00351695881090957,0.00275915678605586,"HORVU.MOREX.r2.3HG0226720/HORVU.MOREX.r2.4HG0309820/HORVU.MOREX.r2.3HG0207440/HORVU.MOREX.r2.3HG0270960/HORVU.MOREX.r2.4HG0319740/HORVU.MOREX.r2.1HG0057640/HORVU.MOREX.r2.7HG0543330/HORVU.MOREX.r2.3HG0254210/HORVU.MOREX.r2.1HG0010950/HORVU.MOREX.r2.5HG0366000/HORVU.MOREX.r2.5HG0369110/HORVU.MOREX.r2.5HG0366070",12,"The directed movement of proteins in a cell, including the movement of proteins between specific compartments or structures within a cell, such as organelles of a eukaryotic cell.","BP","intracellular protein transport","eQTL_cluster6"
